"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"4313",0.404679936524481,0.518300158688799,2,152,3,0,0,2,1,"1"
"43141",0.429153402592056,0.553322722073644,2,150,3,0,0,4,1,"1"
"43151",0.1,0.924627992943861,7,287,4,0,0,3,2,"1"
"4316",0.1,0.933909704540856,7,287,4,0,0,3,2,"1"
"43171",0.1,0.914745154525153,7,286,4,0,0,3,2,"1"
"43181",0.761926931561902,0.990642310520634,4,251,5,1,0,3,3,"1"
"4319",0.793532642051578,0.959261744786054,4,247,5,1,0,2,3,"1"
"43201",0.798135898001492,0.955042093498632,4,246,5,1,0,2,3,"1"
"4321",0.824576511327177,0.939153022654355,4,249,5,0,0,5,3,"1"
"43221",0.828418963889126,0.946837927778251,4,250,5,0,0,5,3,"1"
"43231",0.82,0.921121675409377,4,251,5,0,0,5,3,"1"
"4324",0.108488221205771,0.833023557588458,7,258,4,0,0,6,3,"1"
"43251",0.103679129173979,0.817358258347958,7,264,4,0,0,6,3,"1"
"43261",0.100180385939311,0.810360771878623,7,269,4,0,0,6,3,"1"
"4327",0.382707053232007,0.480589211026672,2,157,3,1,0,6,3,"1"
"43281",0.423668739979621,0.551656300101895,2,154,3,1,0,5,3,"1"
"43291",0.421021562842652,0.564892185786739,2,154,3,1,0,5,3,"1"
"43301",0.104655509414151,0.877327754707076,7,302,4,0,0,6,2,"1"
"43311",0.0903195841982961,0.870159792099148,7,295,4,0,0,6,2,"1"
"43321",0.0998446242604405,0.87492231213022,7,299,4,0,0,6,2,"1"
"43331",0.390581481803674,0.486472839398775,2,143,3,0,0,3,2,"1"
"43341",0.399470805122983,0.483509731625672,2,142,3,0,0,3,2,"1"
"43351",0.394461989698466,0.485179336767178,2,143,3,0,0,3,2,"1"
"4336",0.726320286197588,0.866320286197588,5,251,5,0,0,7,2,"1"
"4337",0.737546511213295,0.862453488786705,5,259,5,0,0,7,2,"1"
"43381",0.737680487402249,0.885360974804498,5,257,5,0,0,7,2,"1"
"43391",0.37,0.564606229299679,2,155,3,0,0,7,2,"1"
"43401",0.401622260028962,0.563675547994208,2,150,3,0,0,7,2,"1"
"4341",0.378375616548583,0.567208127817139,2,157,3,0,0,7,2,"1"
"4342",0.10693808403099,0.89,6,248,4,0,0,7,2,"1"
"43431",0.104765608659945,0.879531217319891,6,248,4,0,0,7,2,"1"
"43441",0.100292785628699,0.870585571257398,6,248,4,0,0,7,2,"1"
"43451",0.45118595366599,0.53175206177868,2,131,3,0,0,7,2,"1"
"43461",0.411967004942708,0.52,2,131,3,0,0,7,2,"1"
"4347",0.410750473060179,0.52,2,131,3,0,0,7,2,"1"
"43481",0.420219033984467,0.510219033984467,2,145,3,0,0,7,2,"1"
"4349",0.453868682964239,0.517547473185696,2,148,3,0,0,7,2,"1"
"43501",0.416761225727387,0.506761225727387,2,146,3,0,0,7,2,"1"
"43511",0.798761054994538,0.812831846240442,4,266,5,0,0,7,2,"1"
"4352",0.808999021318741,0.804165851098951,4,249,5,0,0,6,2,"1"
"43531",0.780831177858636,0.781454561252613,4,260,5,0,0,7,2,"1"
"43541",0.82217086984776,0.863833715440705,5,265,6,0,0,5,2,"1"
"43551",0.788071341128089,0.870761788170785,5,254,6,0,0,5,2,"1"
"4356",0.767303521542344,0.867617887074593,5,253,6,0,0,5,2,"1"
"43571",0.720943478466943,0.860707608850207,5,251,5,0,0,8,2,"1"
"43581",0.739357817452401,0.874518363089301,5,256,5,0,0,8,2,"1"
"43591",0.758758557802066,0.88906891835155,5,261,5,0,0,8,2,"1"
"43601",0.677641048152,0.847324017509818,5,248,5,0,0,1,2,"1"
"43611",0.657419552654028,0.836854888163507,5,246,5,0,0,1,2,"1"
"43621",0.715123632615432,0.864049453046173,5,254,5,0,0,2,2,"1"
"43631",0.65212462133728,0.960284869479947,5,150,3,0,0,9,2,"1"
"43641",0.57970795145724,0.995048674757127,6,144,2,0,0,8,2,"1"
"43651",0.578259565043263,0.989010169149842,5,140,3,0,0,9,2,"1"
"43661",0.447196615186986,0.555606769626029,2,153,3,0,0,10,2,"1"
"43671",0.425843255389482,0.55603918615263,2,154,3,0,0,10,2,"1"
"43681",0.421198800117709,0.55,2,150,3,0,0,10,2,"1"
"43691",0.396298356922343,0.511259671384469,2,153,3,0,0,4,2,"1"
"43701",0.437130259219557,0.519426051843911,2,141,3,0,0,4,2,"1"
"43711",0.437952127200551,0.51959042544011,2,141,3,0,0,4,2,"1"
"4372",0.1,0.824243845986202,6,255,4,0,0,4,2,"1"
"43731",0.0952496085711755,0.790998434284702,6,246,4,0,0,5,2,"1"
"43741",0.1,0.81,6,255,4,0,0,5,2,"1"
"43751",0.407238676047418,0.492761323952582,2,131,3,0,0,5,2,"1"
"4376",0.4,0.482710988875478,2,141,3,0,0,5,2,"1"
"43771",0.368387316204607,0.515806341897696,2,136,3,0,0,5,2,"1"
"4378",0.396466022208333,0.54,2,136,3,0,0,5,2,"1"
"43791",0.39625468184473,0.54,2,136,3,0,0,5,2,"1"
"43801",0.393564722624142,0.54,2,135,3,0,0,5,2,"1"
"43811",0.755394201716408,0.505363046138082,4,182,2,0,0,8,2,"1"
"43821",0.625983079895377,0.464439086259808,3,128,2,0,0,8,2,"1"
"43831",0.770066308816895,0.472350805161987,4,149,2,0,0,8,2,"1"
"43841",0.438979144613259,0.53,2,140,3,0,0,8,2,"1"
"43851",0.428186945174821,0.53,2,141,3,0,0,8,2,"1"
"43861",0.42,0.53,2,142,3,0,0,8,2,"1"
"4387",0.389130180375651,0.54086981962435,2,148,3,0,0,8,2,"1"
"4388",0.38673192557646,0.54326807442354,2,148,3,0,0,8,2,"1"
"4389",0.386358942601364,0.543641057398636,2,149,3,0,0,8,2,"1"
"4390",0.46,0.57,2,140,3,0,0,8,2,"1"
"43911",0.46,0.57,2,142,3,0,0,8,2,"1"
"43921",0.46,0.57,2,141,3,0,0,8,2,"1"
"4393",0.1,0.922986156288534,6,281,4,0,0,8,3,"1"
"43941",0.108164829649031,0.92,6,280,4,0,0,8,3,"1"
"43951",0.10601974847028,0.92,6,280,4,0,0,8,3,"1"
"43961",0.439513501762412,0.466504500587471,2,147,3,0,0,8,3,"1"
"43971",0.447686810977757,0.469228936992586,2,146,3,0,0,8,3,"1"
"4398",0.441561506891157,0.467187168963719,2,147,3,0,0,8,3,"1"
"43991",0.104084038580768,0.821831922838464,6,264,4,1,0,8,3,"1"
"4400",0.101372339399531,0.827255321200937,6,264,4,1,0,8,3,"1"
"4401",0.10230020128889,0.82539959742222,6,264,4,1,0,8,3,"1"
"44021",0.109851575240027,0.880148424759973,7,272,4,0,0,8,3,"1"
"44031",0.0979768783203326,0.887976878320333,7,270,4,0,0,8,3,"1"
"44041",0.104092775136232,0.885907224863768,7,272,4,0,0,8,3,"1"
"44051",0.780892221410759,0.858215557178482,5,255,5,0,0,8,3,"1"
"44061",0.786049713313114,0.847900573373772,5,249,5,0,0,8,3,"1"
"4407",0.741667600627989,0.853611266771331,5,249,5,0,0,8,3,"1"
"4408",0.118087433674373,0.556029144558124,2,249,4,0,0,8,3,"1"
"44091",0.410242882964667,0.654217657691333,2,294,5,0,0,8,3,"1"
"44101",0.28705822348129,0.61235274116043,2,277,4,0,0,8,3,"1"
"44111",0.396795527006034,0.502399361000862,2,151,3,1,0,8,3,"1"
"44121",0.438951914787758,0.513682695070747,2,149,3,1,0,8,3,"1"
"44131",0.440533245224506,0.472132980898023,2,155,3,1,0,8,3,"1"
"44141",0.397037388235331,0.561759347058833,2,129,3,0,0,8,3,"1"
"4415",0.408813584409654,0.541186415590346,2,132,3,0,0,8,3,"1"
"44161",0.39,0.545082159826998,2,130,3,0,0,8,3,"1"
"44171",0.435649178852327,0.468701642295346,2,157,3,0,0,8,3,"1"
"44181",0.431087559380103,0.477824881239794,2,157,3,0,0,8,3,"1"
"4419",0.43,0.468104638811201,2,157,3,0,0,8,3,"1"
"44201",0.0912972968863323,0.956108109341003,6,245,4,0,0,8,3,"1"
"4421",0.101510520493612,0.925468438519165,6,249,4,0,0,8,3,"1"
"44221",0.09,0.947638145186938,6,257,4,0,0,8,3,"1"
"44231",0.79,0.86,5,233,5,0,0,8,3,"1"
"4424",0.780489493897185,0.836223734742962,5,231,5,0,0,8,3,"1"
"44251",0.79,0.86,5,234,5,0,0,8,3,"1"
"44261",0.448329761198256,0.503319044793025,2,155,3,1,0,8,3,"1"
"44271",0.442497322482523,0.465005355034955,2,155,3,1,0,8,3,"1"
"44281",0.449020752739161,0.451958494521678,2,154,3,1,0,8,3,"1"
"44291",0.804752643220127,0.964752643220127,5,239,5,0,0,8,1,"1"
"44301",0.790054007759318,0.950054007759318,5,228,5,0,0,8,1,"1"
"44311",0.805326757365838,0.965326757365838,5,239,5,0,0,8,1,"1"
"44321",0.373394476496615,0.46,2,155,3,0,0,8,2,"1"
"44331",0.389328421831597,0.46,2,155,3,0,0,8,2,"1"
"44341",0.374986694145482,0.46,2,155,3,0,0,8,2,"1"
"4435",0.376756521526258,0.565585507175419,2,157,3,0,0,8,3,"1"
"44361",0.360410502701998,0.56,2,158,3,0,0,8,3,"1"
"44371",0.364512125018518,0.56,2,157,3,0,0,8,3,"1"
"44381",0.39,0.57,2,142,3,0,0,1,3,"1"
"44391",0.39,0.57,2,144,3,0,0,1,3,"1"
"44401",0.394838827541098,0.565161172458902,2,139,3,0,0,1,3,"1"
"4441",0.09,0.916614449387416,6,273,4,0,0,1,3,"1"
"4442",0.101734488471411,0.924132755764294,6,269,4,0,0,1,3,"1"
"44431",0.100218678968959,0.924890660515521,6,269,4,0,0,1,3,"1"
"44441",0.258638482249808,0.626006855668966,4,278,5,0,0,1,3,"1"
"44451",0.110687905452214,0.806154966067988,4,298,5,0,0,1,3,"1"
"4446",0.149435727717355,0.683453528895043,4,281,5,0,0,1,3,"1"
"44471",0.104176938943565,0.791265408415347,6,305,4,0,0,1,2,"1"
"44481",0.09,0.789634800648782,6,299,4,0,0,2,2,"1"
"44491",0.0919870371324941,0.772980555698741,6,309,4,0,0,1,2,"1"
"44501",0.108585075645242,0.861510453871451,6,253,4,0,0,2,2,"1"
"44511",0.0964520668238401,0.84967810023576,6,256,4,0,0,2,2,"1"
"44521",0.11,0.89672711645253,6,262,4,0,0,2,2,"1"
"44531",0.425658100121655,0.552829050060827,2,144,3,0,0,2,2,"1"
"44541",0.425714936284348,0.552857468142174,2,144,3,0,0,2,2,"1"
"44551",0.443539077504538,0.556460922495462,2,141,3,0,0,2,2,"1"
"4456",0.104576185957994,0.852880929789972,7,265,4,0,0,1,2,"1"
"4457",0.107706862012856,0.878853431006428,7,255,4,0,0,2,2,"1"
"44581",0.107994146072306,0.869970730361529,7,257,4,0,0,1,2,"1"
"4459",0.109015812810976,0.969015812810976,6,261,4,0,0,10,2,"1"
"44601",0.107027968328912,0.961083904986735,6,258,4,0,0,10,2,"1"
"4461",0.109691718479153,0.969691718479153,6,260,4,0,0,10,2,"1"
"44621",0.444474903845694,0.525525096154306,2,147,3,0,0,10,2,"1"
"44631",0.45914924822282,0.547447744668461,2,145,3,0,0,10,2,"1"
"44641",0.45986063941149,0.549581918234471,2,145,3,0,0,10,2,"1"
"44651",0.1,0.963759876685217,7,285,4,0,0,10,2,"1"
"44661",0.1,0.950772944898345,7,295,4,0,0,10,2,"1"
"44671",0.1,0.95678646535147,7,290,4,0,0,10,2,"1"
"44681",0.386057594623417,0.453028797311708,2,153,3,0,0,10,2,"1"
"44691",0.42631987310946,0.46,2,156,3,0,0,10,2,"1"
"44701",0.405449071144685,0.46,2,159,3,0,0,10,2,"1"
"44711",0.376308569686953,0.546308569686953,2,130,3,0,0,10,2,"1"
"44721",0.379922386351973,0.549922386351973,2,130,3,0,0,10,2,"1"
"44731",0.38,0.545729923117906,2,129,3,0,0,10,2,"1"
"44741",0.382084115236066,0.557361371745355,2,132,3,0,0,10,2,"1"
"44751",0.371558198239654,0.569220900880173,2,133,3,0,0,10,2,"1"
"44761",0.365239086700603,0.551746362233534,2,131,3,0,0,10,2,"1"
"44771",0.38,0.556898077717051,2,157,3,0,0,10,2,"1"
"44781",0.38,0.554922942030244,2,158,3,0,0,10,2,"1"
"44791",0.373370656501502,0.563258686996996,2,158,3,0,0,10,2,"1"
"44801",0.39229150430765,0.456145752153825,2,156,3,0,0,10,2,"1"
"44811",0.388983017471619,0.45449150873581,2,155,3,0,0,10,2,"1"
"44821",0.386286775511689,0.45,2,148,3,0,0,10,2,"1"
"44831",0.221921419841237,0.758198118922301,2,177,4,0,0,10,2,"1"
"44841",0.240644205403514,0.761154348221608,2,174,4,0,0,10,2,"1"
"4485",0.267823813264258,0.833848982797936,3,185,3,0,0,10,2,"1"
"44861",0.780137213408016,0.869588359775953,5,243,5,0,0,10,2,"1"
"44871",0.769841520646587,0.85511885951506,5,246,5,0,0,10,2,"1"
"44881",0.782242443282157,0.845818167538382,5,246,5,0,0,10,2,"1"
"44891",0.103640452814288,0.85,7,253,4,0,0,9,2,"1"
"44901",0.106472668985371,0.85,7,249,4,0,0,9,2,"1"
"44911",0.109914337794762,0.919400364563335,7,264,4,0,0,10,2,"1"
"44921",0.364900685106404,0.48,2,132,3,0,0,9,2,"1"
"4493",0.372722104697023,0.482722104697023,2,129,3,0,0,9,2,"1"
"44941",0.378037766837515,0.488037766837515,2,131,3,0,0,9,2,"1"
"4495",0.422420835644007,0.49,2,152,3,0,0,9,2,"1"
"44961",0.42761683174409,0.49761683174409,2,148,3,0,0,9,2,"1"
"44971",0.4310112189129,0.49,2,153,3,0,0,9,2,"1"
"44981",0.435396062510554,0.478465354170185,2,129,3,0,0,9,2,"1"
"44991",0.44,0.498771071070805,2,128,3,0,0,9,2,"1"
"45001",0.425302369606215,0.475100789868738,2,131,3,0,0,9,2,"1"
"4501",0.0939613892463967,0.821980694623198,6,251,4,0,0,9,2,"1"
"45021",0.0926228941837326,0.821311447091866,6,250,4,0,0,9,2,"1"
"45031",0.0936252270592376,0.821812613529619,6,250,4,0,0,9,2,"1"
"4504",0.399847036642022,0.48,2,154,3,0,0,9,2,"1"
"45051",0.394733358472586,0.48,2,152,3,0,0,9,2,"1"
"45061",0.388127328937408,0.483745342125185,2,151,3,0,0,9,2,"1"
"45071",0.1,0.865336171034723,5,255,5,0,0,9,2,"1"
"45081",0.1,0.826238413443789,5,269,5,0,0,9,2,"1"
"45091",0.105312990255188,0.851251961020753,5,274,5,0,0,9,2,"1"
"45101",0.404902153539006,0.455097846460994,2,152,3,0,0,9,3,"1"
"45111",0.409211467280984,0.450788532719016,2,150,3,0,0,9,3,"1"
"45121",0.408945968302432,0.451054031697568,2,150,3,0,0,9,3,"1"
"45131",0.849576387684792,0.903745832610875,5,244,5,0,0,9,3,"1"
"4514",0.846753063844517,0.949740808466449,5,248,5,0,0,9,3,"1"
"45151",0.825158610208891,0.889095166125335,5,242,5,0,0,9,3,"1"
"45161",0.373178795780987,0.463178795780987,2,153,3,0,0,9,3,"1"
"45171",0.388724704999477,0.455318823750131,2,153,3,0,0,9,3,"1"
"4518",0.374280581849162,0.464280581849162,2,152,3,0,0,9,3,"1"
"45191",0.421423019920476,0.488576980079524,2,152,3,0,0,9,3,"1"
"45201",0.407725351022091,0.512575117007364,2,158,3,0,0,9,3,"1"
"4521",0.373944674758241,0.544740433655679,2,159,3,0,0,9,3,"1"
"45221",0.411974338786677,0.467982892524451,2,152,3,0,0,9,3,"1"
"4523",0.427911163477693,0.478607442318462,2,149,3,0,0,9,3,"1"
"4524",0.383771732246969,0.470754346449394,2,147,3,0,0,9,3,"1"
"4525",0.881908928442281,0.877454762076959,5,249,5,0,0,10,3,"1"
"45261",0.903570398008451,0.848572802655399,5,261,5,0,0,10,3,"1"
"45271",0.8791711479472,0.881243278079201,5,247,5,0,0,9,3,"1"
"45281",0.441054974747822,0.522109949495643,2,128,3,0,0,10,3,"1"
"45291",0.44,0.511258009942248,2,127,3,0,0,10,3,"1"
"45301",0.44,0.513912675173487,2,127,3,0,0,10,3,"1"
"4531",0.823063529613428,1,4,227,5,0,0,10,3,"1"
"4532",0.784837064687163,1,4,230,5,0,0,10,3,"1"
"4533",0.845698447949253,1,4,225,5,0,0,10,3,"1"
"45341",0.394556873706169,0.465443126293831,2,153,3,0,0,4,3,"1"
"45351",0.410094175301492,0.468075340241194,2,156,3,0,0,4,3,"1"
"4536",0.4,0.463758415305056,2,156,3,0,0,3,3,"1"
"45371",0.445630766132381,0.524369233867619,2,146,3,0,0,3,3,"1"
"4538",0.458348682306241,0.503302635387518,2,145,3,0,0,3,3,"1"
"4539",0.446015671452042,0.523984328547958,2,146,3,0,0,3,3,"1"
"45401",0.831144536610227,0.93,4,247,5,0,0,2,3,"1"
"4541",0.869790630312636,0.925034894947894,4,260,5,0,0,3,3,"1"
"45421",0.883115504868329,0.922814082521945,4,265,5,0,0,3,3,"1"
"45431",0.293828541617841,0.58308572919108,2,150,3,0,0,2,3,"1"
"45441",0.316264675557613,0.571867662221193,2,147,3,0,0,2,3,"1"
"45451",0.130582730872557,0.664708634563722,2,174,3,0,0,2,3,"1"
"45461",0.575962841282599,0.980397522752173,5,257,4,0,0,3,1,"1"
"45471",0.728105850117281,0.981894149882719,5,249,5,0,0,3,1,"1"
"45481",0.529677635855041,0.977311842390336,5,258,4,0,0,3,1,"1"
"45491",0.4,0.5,2,127,3,0,0,3,2,"1"
"4550",0.394712193794549,0.505287806205451,2,128,3,0,0,3,2,"1"
"45511",0.399870422270615,0.500129577729385,2,127,3,0,0,3,2,"1"
"45521",0.43023882934358,0.5,2,135,3,0,0,6,3,"1"
"45531",0.449146259685513,0.500853740314487,2,145,3,0,0,6,3,"1"
"45541",0.445775191795547,0.504224808204453,2,147,3,0,0,6,3,"1"
"45551",0.873766091428697,0.969177394285798,5,273,5,0,0,6,3,"1"
"45561",0.865280916607007,0.98,5,257,5,0,0,6,3,"1"
"45571",0.87994016546756,0.980628739658277,5,273,5,0,0,6,3,"1"
"4558",0.37060480132699,0.564697599336505,2,139,3,0,0,6,3,"1"
"45591",0.420175161473453,0.560087580736726,2,136,3,0,0,6,3,"1"
"45601",0.404145942302421,0.549309009616263,2,131,3,0,0,6,3,"1"
"45611",0.383365516224876,0.528317241887562,2,137,3,0,0,6,3,"1"
"45621",0.397764523676597,0.547764523676597,2,131,3,0,0,6,3,"1"
"45631",0.391586355566978,0.524206822216511,2,142,3,0,0,6,3,"1"
"4564",0.403737482978031,0.529343707445078,2,144,3,1,0,3,2,"1"
"45651",0.38,0.512783738207072,2,145,3,1,0,2,2,"1"
"45661",0.38,0.475606741986703,2,142,3,1,0,2,2,"1"
"4567",0.1,0.837784566683695,7,251,4,0,0,6,2,"1"
"45681",0.1,0.832295004283078,7,255,4,0,0,6,2,"1"
"45691",0.1,0.836800268390216,7,252,4,0,0,6,2,"1"
"45701",0.417171516998205,0.474343033996411,2,150,3,1,0,7,2,"1"
"45711",0.414694346254691,0.477347173127346,2,146,3,1,0,7,2,"1"
"45721",0.413192480213474,0.459577440640423,2,145,3,1,0,6,2,"1"
"45731",0.747661907360889,0.882985722082667,5,272,5,0,0,7,2,"1"
"4574",0.74,0.865111619341187,5,261,5,0,0,7,2,"1"
"45751",0.74,0.880438250380103,5,259,5,0,0,7,2,"1"
"45761",0.1,0.774033866247628,6,264,4,0,0,7,2,"1"
"45771",0.1,0.798010523577686,6,261,4,0,0,7,2,"1"
"4578",0.1,0.777630563376006,6,263,4,0,0,7,2,"1"
"45791",0.827127831308171,0.903563915654086,5,248,5,0,0,7,2,"1"
"4580",0.822662441339344,0.901331220669672,5,248,5,0,0,7,2,"1"
"4581",0.828470775121823,0.9,5,245,5,0,0,6,2,"1"
"45821",0.387071163067594,0.546464418466203,2,133,3,0,0,5,2,"1"
"45831",0.38941005368717,0.54058994631283,2,132,3,0,0,5,2,"1"
"45841",0.393810032703914,0.543094983648043,2,136,3,0,0,5,2,"1"
"45851",0.409735485441051,0.559735485441051,2,159,3,0,0,8,2,"1"
"45861",0.401481915828772,0.551481915828772,2,159,3,0,0,8,2,"1"
"45871",0.412918718387373,0.56,2,159,3,0,0,8,2,"1"
"45881",0.418657553936355,0.47,2,156,3,0,0,1,2,"1"
"4589",0.405228408789262,0.47,2,153,3,0,0,1,2,"1"
"45901",0.419223156918306,0.476407718972769,2,152,3,0,0,1,2,"1"
"45911",0.869200737467036,0.98,4,248,5,0,0,8,2,"1"
"4592",0.861269183615223,0.98,4,248,5,0,0,8,2,"1"
"45931",0.839789001215249,0.98,4,248,5,0,0,8,2,"1"
"45941",0.366370957326144,0.57,2,136,3,0,0,10,2,"1"
"45951",0.369648933683056,0.57,2,133,3,0,0,10,2,"1"
"4596",0.365693700811826,0.57,2,137,3,0,0,10,2,"1"
"4597",0.760315711407457,0.986877140938304,4,247,5,0,0,4,2,"1"
"45981",0.758051147914957,0.985367431943305,4,247,5,0,0,4,2,"1"
"45991",0.747630522616673,0.984738954766654,4,245,5,0,0,3,2,"1"
"46001",0.43659776047105,0.53,2,146,3,0,0,5,2,"1"
"46011",0.44,0.529840640297625,2,146,3,0,0,5,2,"1"
"46021",0.44,0.52938168440247,2,146,3,0,0,5,2,"1"
"46031",0.0906728728674352,0.94,6,283,5,0,0,3,2,"1"
"46041",0.1,0.935767698315903,6,297,4,0,0,5,2,"1"
"46051",0.0940285384375602,0.94,6,288,5,0,0,3,2,"1"
"46061",0.42336208560504,0.540017251363024,2,135,3,1,0,5,2,"1"
"46071",0.430450125711504,0.544270075426903,2,133,3,1,0,5,2,"1"
"46081",0.399120567399077,0.525472340439446,2,144,3,1,0,5,2,"1"
"4609",0.108216983168386,0.849108491584193,7,245,4,0,0,8,2,"1"
"4610",0.0934351386222988,0.829694584133103,7,263,4,0,0,8,2,"1"
"46111",0.107353525366634,0.866030288049951,7,275,4,0,0,8,2,"1"
"4612",0.409893904109485,0.565053047945257,2,150,3,0,0,8,2,"1"
"46131",0.406078515029512,0.566960742485244,2,151,3,0,0,8,2,"1"
"4614",0.392686338080093,0.566343169040047,2,152,3,0,0,8,2,"1"
"46151",0.414472189135849,0.542236094567925,2,135,3,0,0,8,2,"1"
"4616",0.427297631595284,0.548648815797642,2,135,3,0,0,8,2,"1"
"46171",0.419159078826196,0.544579539413098,2,135,3,0,0,8,2,"1"
"46181",0.839254197326954,0.92,4,234,5,0,0,8,2,"1"
"46191",0.830811258479953,0.919797185380012,4,234,5,0,0,8,2,"1"
"46201",0.858911499632522,0.912772125091869,4,229,5,0,0,8,2,"1"
"46211",0.42,0.471174847024959,2,144,3,0,0,8,2,"1"
"46221",0.42,0.47834530800581,2,143,3,0,0,8,2,"1"
"46231",0.425164583052974,0.464835416947026,2,145,3,0,0,8,2,"1"
"46241",0.596874754028395,0.463750070277602,4,223,4,0,0,8,2,"1"
"4625",0.589919206136838,0.465737369675189,4,224,4,0,0,8,2,"1"
"46261",0.507933160085231,0.489161954261363,4,244,4,0,0,8,2,"1"
"4627",0.44,0.514972852542996,2,131,3,0,0,8,3,"1"
"46281",0.44,0.515443485029973,2,131,3,0,0,8,3,"1"
"46291",0.44,0.510978248610627,2,134,3,0,0,8,3,"1"
"46301",0.789340565428138,0.858351413570344,5,226,5,0,0,8,3,"1"
"46311",0.778701109201647,0.831752773004118,5,232,5,0,0,8,3,"1"
"46321",0.776735590889584,0.843677954447921,5,249,5,0,0,8,3,"1"
"46331",0.791305833933875,0.921958750900812,4,272,5,0,0,8,3,"1"
"46341",0.820470293350518,0.944764853324741,4,270,5,0,0,8,3,"1"
"46351",0.77462070829235,0.994224114634562,4,272,5,0,0,8,3,"1"
"46361",0.0954005486844108,0.789198902631179,6,304,4,0,0,8,3,"1"
"46371",0.1,0.786374224377796,6,304,4,0,0,8,3,"1"
"46381",0.1,0.793544355463237,6,309,4,0,0,8,3,"1"
"46391",0.747778138504364,0.845079468144104,5,253,6,0,0,8,3,"1"
"46401",0.741873329849914,0.851873329849914,5,256,6,0,0,8,3,"1"
"46411",0.798256616287399,0.859501890367828,5,261,6,0,0,8,3,"1"
"46421",0.0930129050672986,0.839038715201896,6,249,4,0,0,8,3,"1"
"46431",0.0935737090976909,0.840721127293073,6,248,4,0,0,8,3,"1"
"4644",0.09,0.802458978411742,6,247,4,0,0,8,3,"1"
"4645",0.9,0.986471053394489,4,260,6,0,0,7,3,"1"
"46461",0.9,0.983657328013796,4,262,6,0,0,6,3,"1"
"46471",0.904475415903144,0.994475415903144,4,252,6,0,0,7,3,"1"
"46481",0.86439896477852,0.9609974119463,4,242,5,0,0,8,3,"1"
"46491",0.861385370916687,0.953463427291717,4,239,5,0,0,8,3,"1"
"46501",0.867279650242999,0.984735580291599,4,261,5,0,0,8,3,"1"
"4651",0.0946293110097759,0.879258622019552,7,298,4,0,0,8,3,"1"
"46521",0.0905424925824627,0.87189872403862,7,304,4,0,0,8,3,"1"
"46531",0.0917533524800092,0.871753352480009,7,304,4,0,0,8,3,"1"
"46541",0.398144257182721,0.558144257182721,2,134,3,1,0,8,3,"1"
"46551",0.418713315839414,0.566237771946471,2,130,3,1,0,8,3,"1"
"46561",0.39777200020384,0.55777200020384,2,134,3,1,0,8,3,"1"
"46571",0.201279735928401,0.573459801946301,6,213,5,0,0,8,3,"1"
"46581",0.191758847944438,0.566319135958329,6,224,5,0,0,8,3,"1"
"46591",0.163762520737946,0.56960350625217,6,250,5,0,0,7,3,"1"
"46601",0.852973524124827,0.839784114474896,5,220,6,0,0,8,3,"1"
"46611",0.75533071404323,0.834370952434838,5,242,6,0,0,8,3,"1"
"46621",0.860067496802658,0.844040498081595,5,220,6,0,0,8,3,"1"
"46631",0.890529056817759,0.851647870130837,4,264,5,0,0,8,1,"1"
"46641",0.870747776525095,0.896862225085497,4,262,5,0,0,8,1,"1"
"46651",0.839513435934205,0.968255003578961,4,259,5,0,0,8,1,"1"
"46661",0.871673781583086,0.949766986845061,4,256,5,0,0,1,2,"1"
"46671",0.837527708385605,0.927527708385605,4,251,5,0,0,1,2,"1"
"46681",0.837969441870227,0.925692458478734,4,255,5,0,0,1,2,"1"
"46691",0.44,0.5,2,152,3,0,0,1,3,"1"
"4670",0.446281896652654,0.481154310042039,2,152,3,0,0,1,3,"1"
"46711",0.445081705753691,0.484754882738926,2,152,3,0,0,1,3,"1"
"4672",0.566949358778074,0.856376129407436,3,150,3,0,0,1,3,"1"
"46731",0.560440116992686,0.855756201618351,3,149,3,0,0,1,3,"1"
"46741",0.6315261593787,0.865176095312927,4,172,3,0,0,1,3,"1"
"46751",0.0919368317443877,0.792640039371327,6,300,5,0,0,2,3,"1"
"46761",0.154564397893846,0.639128795787692,4,280,5,0,0,1,3,"1"
"46771",0.115384176047519,0.74948966906406,6,265,4,0,0,2,3,"1"
"46781",0.77,0.878976943928283,4,224,5,0,0,2,3,"1"
"46791",0.77,0.899471869973931,4,227,5,0,0,2,3,"1"
"46801",0.77,0.903126753501128,4,227,5,0,0,2,3,"1"
"46811",0.108626147196628,0.792747705606744,6,291,4,0,0,2,2,"1"
"46821",0.101964340358973,0.806071319282055,6,289,4,0,0,2,2,"1"
"46831",0.108478101892397,0.793043796215206,6,291,4,0,0,2,2,"1"
"46841",0.11,0.884052797625773,6,294,4,0,0,1,2,"1"
"46851",0.11,0.888234878443181,6,299,4,0,0,1,2,"1"
"4686",0.11,0.889302754290402,6,300,4,0,0,1,2,"1"
"4687",0.42528491649311,0.56509497216437,2,145,3,0,0,10,2,"1"
"46881",0.427732180810999,0.565910726937,2,145,3,0,0,10,2,"1"
"46891",0.444171056053601,0.565828943946399,2,147,3,0,0,10,2,"1"
"46901",0.413683668104932,0.536316331895068,2,150,3,0,0,10,2,"1"
"4691",0.410946443937719,0.539053556062281,2,151,3,0,0,10,2,"1"
